id,subject,term,reference_gloss,hypothesis_gloss,similarity,glossed,correct
engpidginedu-04293,Government,argue,to drag mata / try to prove point,,0.0,False,False
engpidginedu-08750,Business study,trademarks,company brand marks / signs,company brand marks / signs,100.0,True,True
engpidginedu-08750,Business study,includes,E carry am follow / join body,,0.0,False,False
engpidginedu-08750,Business study,advertising,publicizing market / make people sabi wetin you dey sell,publicizing market / make people sabi wetin you dey sell,100.0,True,True
engpidginedu-06670,Business study,extent,how far de tin reach / level,how far de tin reach / level,100.0,True,True
engpidginedu-06670,Business study,interference,na wrongful disruption or obstruction of anoda persin legal right or business,,0.0,False,False
engpidginedu-01691,Government,inapplicable,E no dey capable of being applied,,0.0,False,False
engpidginedu-24903,Biology,decrease,make somtin de turn to small,,0.0,False,False
engpidginedu-14484,Computer science,existing,wetin dey ground now / active,wetin dey ground now / active,100.0,True,True
engpidginedu-16334,Computer science,repeat,di third cycle word,di third cycle word,100.0,True,True
engpidginedu-24787,Biology,growth,how somtin take de big,how somtin take de big,100.0,True,True
engpidginedu-20402,Computer science,frequentist,one wey like frequency way,one wey like frequency way,100.0,True,True
engpidginedu-11854,Social studies,documents,files / papers wey get important info,files / papers wey get important info,100.0,True,True
engpidginedu-11854,Social studies,prostitution,for pay sexual intercourse for pay pay pay,,0.0,False,False
engpidginedu-11854,Social studies,references,di books and papers wey dem use,citation / to point to where info dey,10.33,True,False
engpidginedu-16988,Computer science,rfunction,one R function,,0.0,False,False
engpidginedu-06146,Business study,submit,give / hand over,give / hand over,100.0,True,True
engpidginedu-06146,Business study,arise,to show face / start to happen,to show face / start to happen,100.0,True,True
engpidginedu-06146,Business study,legally,inside law / wetin law gree make person do,inside law / wetin law gree make person do,100.0,True,True
engpidginedu-01776,Government,constitutionally,follow wetin de grand-papa law talk,follow wetin de grand-papa law talk,100.0,True,True
engpidginedu-01776,Government,extend,to make am long / increase de reach,to make am long / increase de reach,100.0,True,True
engpidginedu-13541,History,reflect,to show,,0.0,False,False
engpidginedu-13541,History,belief,wetin person believe / faith,wetin person believe / faith,100.0,True,True
engpidginedu-15138,Computer science,prints,copy / mark / print-am-out,,0.0,False,False
engpidginedu-21550,Computer science,advance,to go front for somtin,high-level / front,17.36,True,False
engpidginedu-00037,Government,spring,jump / water source,di highest wey somtin fit contain or do,9.6,True,False
engpidginedu-16862,Computer science,multiplication,times,,0.0,False,False
engpidginedu-13244,Social studies,institute,place wey de for skul or to de research,,0.0,False,False
engpidginedu-03798,Government,capacity,di highest wey somtin fit contain or do,di highest wey somtin fit contain or do,100.0,True,True
engpidginedu-08270,Business study,remedy,way to settle de damage / solution,way to settle de damage / solution,100.0,True,True
engpidginedu-10306,English Language,describing,di description wey dey give a description wey dey give,,0.0,False,False
engpidginedu-10306,English Language,linguistic,dem dey dey related to language,dem dey dey related to language,100.0,True,True
engpidginedu-10306,English Language,rhetorical,talk for talk sake / grammar,talk for talk sake / grammar,100.0,True,True
engpidginedu-02885,Government,includes,E carry am follow / join body,,0.0,False,False
engpidginedu-02885,Government,excerpt,exceprt mean say dem commot short part for text wey long,,0.0,False,False
engpidginedu-02885,Government,coverage,how far insurance or news cover de mata,how far insurance or news cover de mata,100.0,True,True
engpidginedu-01202,Government,viewed,bin see / bin check am out,,0.0,False,False
engpidginedu-01202,Government,covered,something wey security or insurance don take care of,something wey security or insurance don take care of,100.0,True,True
engpidginedu-24920,Biology,tend,E usually be like say / e get style to,don big pass before / e climb,9.06,True,False
engpidginedu-13122,Social studies,agencies,offices wey dey run business for people,offices wey dey run business for people,100.0,True,True
engpidginedu-09444,Business study,sole,only one / him alone,only one / him alone,100.0,True,True
engpidginedu-16235,Computer science,thin,lean / something wey no thick,,0.0,False,False
engpidginedu-13488,History,fourth,number four,,0.0,False,False
engpidginedu-13488,History,diverse,different-different / many kinds,different-different / many kinds,100.0,True,True
engpidginedu-05269,Business study,appointed,picked / dem don choose person,bin drag mata / try to prove point,9.21,True,False
engpidginedu-05269,Business study,elected,bin choose through voting,bin choose through voting,100.0,True,True
engpidginedu-03427,Government,forces,pawa / soldiers,pawa / authority,25.11,True,False
engpidginedu-03427,Government,committees,special groups for work,group wey dem set up to do special work,43.67,True,False
engpidginedu-10520,English Language,final,de very last / conclusion,de very last / conclusion,100.0,True,True
engpidginedu-10520,English Language,comments,talk-talk / wetin people talk,talk-talk / wetin comot from mouth,54.69,True,True
engpidginedu-10921,English Language,instructors,teachers / lecturers / those wey dey give direction,,0.0,False,False
engpidginedu-10921,English Language,beforehand,before,,0.0,False,False
engpidginedu-13380,History,various,many different-different types,many different-different types,100.0,True,True
engpidginedu-11401,Social studies,safety,safe condition / no wahala,safe condition / no wahala,100.0,True,True
engpidginedu-11401,Social studies,final,de very last / conclusion,,0.0,False,False
engpidginedu-11401,Social studies,forced,by force-by-force / dem use pawa do am,,0.0,False,False
engpidginedu-02989,Government,submit,give / hand over,give / hand over,100.0,True,True
engpidginedu-20800,Computer science,describing,di description wey dey give a description wey dey give,,0.0,False,False
engpidginedu-09114,Business study,goals,targets / wetin person want reach,targets / wetin person want reach,100.0,True,True
engpidginedu-09114,Business study,imposing,to force tin on person / looking big,,0.0,False,False
engpidginedu-09114,Business study,protecting,to cover / guide / prevent wahala,,0.0,False,False
engpidginedu-15417,Computer science,operations,dem do wit di execution of trades and keeping customer record,dem do wit di execution of trades and keeping customer record,100.0,True,True
engpidginedu-25005,Biology,capacity,di highest wey somtin fit contain or do,di highest wey somtin fit contain or do,100.0,True,True
engpidginedu-25005,Biology,resulting,wetin come out for de end / outcome,wetin come out for de end / outcome,100.0,True,True
engpidginedu-01318,Government,refers,point to / talk about,,0.0,False,False
engpidginedu-01318,Government,funds,money for ground / capital,money for ground / capital,100.0,True,True
engpidginedu-01318,Government,financing,to find money for business / provide funds,,0.0,False,False
engpidginedu-18882,Computer science,horizontal,di something wey dey oriented horizontally,,0.0,False,False
engpidginedu-08831,Business study,holder,person wey carry or get something for hand,,0.0,False,False
engpidginedu-08831,Business study,request,to ask for help or info / application,to ask for help or info / application,100.0,True,True
engpidginedu-00679,Government,indeed,true-true / na so / for real,true-true / na so / for real,100.0,True,True
engpidginedu-19238,Computer science,logarithms,numbers wey show power,,0.0,False,False
engpidginedu-19238,Computer science,exponentials,numbers wey dey grow fast,di quality of having inferior or less favorable position,12.7,True,False
engpidginedu-22095,Computer science,situations,kinds of mata wey fit happen for one place or time,,0.0,False,False
engpidginedu-25967,Biology,exit,where person go pass take comot somwhere,where person go pass take comot somwhere,100.0,True,True
engpidginedu-25967,Biology,regardless,di usually follow by `of',di usually follow by `of',100.0,True,True
engpidginedu-02992,Government,kept,bin keep,,0.0,False,False
engpidginedu-00847,Government,vote,to choose leader / drop thumbprint,to choose leader / drop thumbprint,100.0,True,True
engpidginedu-08204,Business study,length,how e long reach,how e long reach,100.0,True,True
engpidginedu-08204,Business study,expected,wetin person tink say go happen,,0.0,False,False
engpidginedu-08204,Business study,estate,all de property wey person leave when e die / big land,to drag price / reason am,10.5,True,False
engpidginedu-26179,Biology,regulated,something wey under control / rules,,0.0,False,False
engpidginedu-14156,Computer science,unit,one single piece / section,,0.0,False,False
engpidginedu-01306,Government,nations,obodo / different-different countries,obodo / different-different countries,100.0,True,True
engpidginedu-01306,Government,ends,where e finish / targets,,0.0,False,False
engpidginedu-19596,Computer science,unexpected,we no expected or anticipated or anticipated,,0.0,False,False
engpidginedu-19596,Computer science,extent,how far de tin reach / level,how far de tin reach / level,100.0,True,True
engpidginedu-19596,Computer science,cheap,small price or small quality,,0.0,False,False
engpidginedu-02635,Government,choices,different-different options,different-different options,100.0,True,True
engpidginedu-02635,Government,nearly,E remain small / almost,remain small / almost,95.04,True,True
engpidginedu-14344,Computer science,glossary,list of words with their explanations,,0.0,False,False
engpidginedu-16399,Computer science,length,how e long reach,how e long reach,100.0,True,True
engpidginedu-16399,Computer science,asked,bin ask / seek for answer,bin ask / seek for answer,100.0,True,True
engpidginedu-08920,Business study,consequences,wetin follow de action / outcome of wahala,wetin follow de action / outcome of wahala,100.0,True,True
engpidginedu-08920,Business study,committing,do bad tin / promise,do bad tin / promise,100.0,True,True
engpidginedu-13189,Social studies,petitions,formal begs / applications,people wey start case or request for court,12.63,True,False
engpidginedu-13189,Social studies,prospective,di future of or concerned wit or related to di future,,0.0,False,False
engpidginedu-09964,English Language,diverse,different-different / many kinds,different-different / many kinds,100.0,True,True
engpidginedu-09964,English Language,onto,on top of,,0.0,False,False
engpidginedu-09964,English Language,commonly,normal-normal / wetin people dey do always,,0.0,False,False
engpidginedu-22566,Computer science,bottom,down-down / base,down-down / base,100.0,True,True
engpidginedu-04074,Government,justices,big-big judges for higher court,,0.0,False,False
engpidginedu-04074,Government,reporting,to tell about,to tell about,100.0,True,True
engpidginedu-14390,Computer science,repeat,di third cycle word,di third cycle word,100.0,True,True
engpidginedu-14390,Computer science,infinite,numbers wey no get end,,0.0,False,False
engpidginedu-09457,Business study,sole,only one / him alone,only one / him alone,100.0,True,True
engpidginedu-09457,Business study,proprietor,di law,,0.0,False,False
engpidginedu-25857,Biology,direction,which way e dey go,which way e dey go,100.0,True,True
engpidginedu-10079,English Language,professionals,sabi people / experts,sabi people / experts,100.0,True,True
engpidginedu-10079,English Language,complicate,E make more complicated,,0.0,False,False
engpidginedu-01954,Government,bound,something wey must happen / person wey law tie down,something wey security or insurance don take care of,33.15,True,False
engpidginedu-01954,Government,punish,to discipline / give wahala,,0.0,False,False
engpidginedu-04660,Business study,presidential,di president or presidency dey relating to a president or presidency,,0.0,False,False
engpidginedu-04660,Business study,executive,de branch of gofment wey dey run de land,de branch of gofment wey dey run de land,100.0,True,True
engpidginedu-04660,Business study,legislative,concern people wey dey make law,,0.0,False,False
engpidginedu-04882,Business study,concerning,na relevant to dey relevant to dey relevant,na relevant to dey relevant to dey relevant,100.0,True,True
engpidginedu-21221,Computer science,illustrated,dey draw,,0.0,False,False
engpidginedu-07366,Business study,strict,no-nonsense / follow de rule exactly,no-nonsense / follow de rule exactly,100.0,True,True
engpidginedu-07366,Business study,selling,to trade market / business,,0.0,False,False
engpidginedu-07366,Business study,products,all de things wey dem produce to sell,all de things wey dem produce to sell,100.0,True,True
engpidginedu-17844,Computer science,website,a page wey dey on internet,a page wey dey on internet,100.0,True,True
engpidginedu-03760,Government,discriminatory,to partial / treat person bad because of who dem be,,0.0,False,False
engpidginedu-03760,Government,aimed,targetted / point at,,0.0,False,False
engpidginedu-13930,Computer science,post,to send message / position for work,,0.0,False,False
engpidginedu-13930,Computer science,frequently,"for short intervals, many times for short intervals","for short intervals, many times for short intervals",100.0,True,True
engpidginedu-06482,Business study,defective,na wen something no meet required standard or no work proper,,0.0,False,False
engpidginedu-08668,Business study,trademarks,company brand marks / signs,,0.0,False,False
engpidginedu-22524,Computer science,scatterplot,one picture wey show dots,,0.0,False,False
engpidginedu-22524,Computer science,grades,results for school / level,results for school / level,100.0,True,True
engpidginedu-02332,Government,symbolic,something wey concern math symbols,something wey concern math symbols,100.0,True,True
engpidginedu-02332,Government,statutes,laws wey dem write put for book,,0.0,False,False
engpidginedu-02332,Government,dissent,to no gree / judge wey get different mind,na wen persin voluntarily agree or give permission make something happen,16.96,True,False
engpidginedu-09264,Business study,collar,shirt neck / to catch person,,0.0,False,False
engpidginedu-09264,Business study,crimes,bad deeds / things wey break law,bad deeds / things wey break law,100.0,True,True
engpidginedu-23165,Computer science,dealing,business move / to follow person do trade,,0.0,False,False
engpidginedu-09440,Business study,cannot,no fit / power no reach,,0.0,False,False
engpidginedu-09440,Business study,website,a page wey dey on internet,a page wey dey on internet,100.0,True,True
engpidginedu-09440,Business study,partner,business paddy / colleague,business paddy / colleague,100.0,True,True
engpidginedu-07585,Business study,defamation,na false statement wey dey harm persin reputation or character,na false statement wey dey harm persin reputation or character,100.0,True,True
engpidginedu-01069,Government,arise,to show face / start to happen,to show face / start to happen,100.0,True,True
engpidginedu-09543,Business study,jobs,work / hustle / different employments,work / hustle / different employments,100.0,True,True
engpidginedu-09543,Business study,video,film / record wey person fit see,film / record wey person fit see,100.0,True,True
engpidginedu-09543,Business study,accomplished,di effect wey dey put in effect,,0.0,False,False
engpidginedu-15398,Computer science,indicating,di signal wey be signal for or symptom of symptom of,,0.0,False,False
engpidginedu-13386,History,carried,bin carry / bin move load,bin carry / bin move load,100.0,True,True
engpidginedu-00087,Government,trouble,wahala,,0.0,False,False
engpidginedu-00087,Government,safety,safe condition / no wahala,safe condition / no wahala,100.0,True,True
engpidginedu-00087,Government,communities,neighborhood / groups of people,,0.0,False,False
engpidginedu-02459,Government,erroneous,"wey no correct, wey get mistake",,0.0,False,False
engpidginedu-02459,Government,inevitable,di unavoidable event don dey unavoidable event,,0.0,False,False
engpidginedu-02459,Government,debate,fomal talk where two pipu dey talk against each oda,fomal talk where two pipu dey talk against each oda,100.0,True,True
engpidginedu-18087,Computer science,measures,to measure,to measure,100.0,True,True
engpidginedu-05695,Business study,citizen,person wey get right for de land / indigene,,0.0,False,False
engpidginedu-05695,Business study,lawsuits,court cases / dragging for kote,court cases / dragging for kote,100.0,True,True
engpidginedu-07859,Business study,lawful,something wey follow law / e legal,,0.0,False,False
engpidginedu-07859,Business study,commerce,big-time buying and selling,big-time buying and selling,100.0,True,True
engpidginedu-07859,Business study,arms,guns / weapons,,0.0,False,False
engpidginedu-05146,Business study,alter,to change somtin small,,0.0,False,False
engpidginedu-02660,Government,stolen,wetin thief carry / things wey loss by force,wetin thief carry / things wey loss by force,100.0,True,True
engpidginedu-02660,Government,narrow,small space / not wide,,0.0,False,False
engpidginedu-02660,Government,enacted,dem don sign am into law,,0.0,False,False
engpidginedu-21640,Computer science,experimental,for experiment wey dey relating to or based on experiment,for experiment wey dey relating to or based on experiment,100.0,True,True
engpidginedu-08671,Business study,merely,just / only dat one,just / ordinary,32.03,True,False
engpidginedu-08671,Business study,descriptive,di serving to describe or inform or characterized by description,,0.0,False,False
engpidginedu-06914,Business study,benefits,better-better tins wey person gain,better-better tins wey person gain,100.0,True,True
engpidginedu-19976,Computer science,analyst,person wey de always look data to find tins,something wey miss / person wey no find im way,33.55,True,False
engpidginedu-01973,Government,admission,entrance / to gree say person enter,entrance / to gree say person enter,100.0,True,True
engpidginedu-01973,Government,concerning,na relevant to dey relevant to dey relevant,na relevant to dey relevant to dey relevant,100.0,True,True
engpidginedu-01973,Government,associations,groups / unions,,0.0,False,False
engpidginedu-20349,Computer science,deck,flat floor,,0.0,False,False
engpidginedu-10006,English Language,repeat,di third cycle word,di third cycle word,100.0,True,True
engpidginedu-10006,English Language,centers,middle / main point / where tin dey happen,,0.0,False,False
engpidginedu-14051,Computer science,processing,di prescribed procedure dey preparing or putting through a prescribed procedure,di prescribed procedure dey preparing or putting through a prescribed procedure,100.0,True,True
engpidginedu-19284,Computer science,sets,to arrange / put things for order,to arrange / put things for order,100.0,True,True
engpidginedu-09743,Business study,employers,ogas wey dey give work,ogas wey dey give work,100.0,True,True
engpidginedu-09743,Business study,hire,to borrow person pawa for work / employment,to borrow person pawa for work / employment,100.0,True,True
engpidginedu-09743,Business study,fire,di tin wey de show when somtin de burn,,0.0,False,False
engpidginedu-14762,Computer science,format,how you arrange your words,how you arrange your words,100.0,True,True
engpidginedu-25477,Biology,flow,to move steady / water waka,to move steady / water waka,100.0,True,True
engpidginedu-25477,Biology,filtration,di process wey fluid pass through filter or filtering medium,,0.0,False,False
engpidginedu-20264,Computer science,remarkable,di unusual or striking or striking,,0.0,False,False
engpidginedu-20264,Computer science,hill,ground wey go up but e no reach mountain,,0.0,False,False
engpidginedu-19533,Computer science,intend,plan to / mind set,plan to / mind set,100.0,True,True
engpidginedu-19867,Computer science,base,foundation / where tin start from,,0.0,False,False
engpidginedu-13637,History,monuments,statue / remembrance-thing / memorial,,0.0,False,False
engpidginedu-13637,History,referred,bin talk about / bin point to,,0.0,False,False
engpidginedu-03881,Government,campus,all di compound and building of a skul or university,all di compound and building of a skul or university,100.0,True,True
engpidginedu-03881,Government,demonstration,di act of present something to sight or view,di act of present something to sight or view,100.0,True,True
engpidginedu-08132,Business study,adverse,bad / against progress,bad / against progress,100.0,True,True
engpidginedu-02791,Government,absolute,"everitin de complete, no comma","everitin de complete, no comma",100.0,True,True
engpidginedu-09956,English Language,engineering,di practical application of science to commerce or industry or industry,,0.0,False,False
engpidginedu-09956,English Language,campus,all di compound and building of a skul or university,,0.0,False,False
engpidginedu-09956,English Language,continued,bin move forward / e no stop,,0.0,False,False
engpidginedu-04888,Business study,injuries,wounds / damages to body or mind,wounds / damages to body or mind,100.0,True,True
engpidginedu-04888,Business study,driving,to drive motor / push something go front,,0.0,False,False
engpidginedu-04971,Business study,judiciary,di part of government wey de interpret and use law,di part of government wey de interpret and use law,100.0,True,True
engpidginedu-04971,Business study,mysterious,E dey obscure nature of an obscure nature of an obscure nature,,0.0,False,False
engpidginedu-20625,Computer science,quality,how de tin fine or strong reach,how de tin fine or strong reach,100.0,True,True
engpidginedu-02427,Government,speaker,person wey dey talk / megaphone,person wey dey talk / megaphone,100.0,True,True
engpidginedu-02427,Government,intended,wetin person get for mind to do,,0.0,False,False
engpidginedu-13130,Social studies,pursue,to follow / chase / target something,to follow / chase / target something,100.0,True,True
engpidginedu-02141,Government,advertising,publicizing market / make people sabi wetin you dey sell,shelter mata / buildings,10.03,True,False
engpidginedu-02141,Government,member,one person inside join-body,one person inside join-body,100.0,True,True
engpidginedu-02141,Government,holding,to keep for hand / possession of property,to keep for hand / possession of property,100.0,True,True
engpidginedu-03738,Government,compelling,something wey strong well-well / e force you to pay attention,,0.0,False,False
engpidginedu-03738,Government,published,na wen somtin dey make known or distribute through media,,0.0,False,False
engpidginedu-15654,Computer science,accurately,for few mistakes wit few mistakes wit few mistakes wit few mistake,,0.0,False,False
engpidginedu-06041,Business study,supplier,person wey dey supply market,person wey dey supply market,100.0,True,True
engpidginedu-11164,English Language,instructors,teachers / lecturers / those wey dey give direction,teachers / lecturers / those wey dey give direction,100.0,True,True
engpidginedu-15686,Computer science,traditionally,di tradition wey dey according to tradition,di first to last to last,7.52,True,False
engpidginedu-15686,Computer science,hello,how dem de greet person,how dem de greet person,100.0,True,True
engpidginedu-03361,Government,advancement,di encouragement of di progress or growth or acceptance of something,di act of managing something,20.46,True,False
engpidginedu-03361,Government,suit,na wen one persin carry anoda persin go court to seek justice,,0.0,False,False
engpidginedu-16085,Computer science,dealing,business move / to follow person do trade,business move / to follow person do trade,100.0,True,True
engpidginedu-20901,Computer science,places,locations / different sides,,0.0,False,False
engpidginedu-04137,Government,appellee,na persin wey formally ask court or official body for something,,0.0,False,False
engpidginedu-04137,Government,violent,vawulence / rough play,,0.0,False,False
engpidginedu-09572,Business study,publicly,open-open / for everyone eye,,0.0,False,False
engpidginedu-01786,Government,expressive,di expression wey dey characterized by expression,di expression wey dey characterized by expression,100.0,True,True
engpidginedu-01786,Government,banned,dem ban am / no entry,bin get de sense say / intention,15.09,True,False
engpidginedu-01786,Government,ordinance,local government law / official order,,0.0,False,False
engpidginedu-04147,Government,faith,di strong belief wey person get in somtin or person,di strong belief wey person get in somtin or person,100.0,True,True
engpidginedu-25447,Biology,mass,plenti / crowd,,0.0,False,False
engpidginedu-25447,Biology,consequential,wetin follow / result of action,,0.0,False,False
engpidginedu-23200,Computer science,predictor,di thing wey dey predict,di thing wey dey predict,100.0,True,True
engpidginedu-00463,Government,denial,"to say ""No"" / rejection / say you no sabi",normal-normal / wetin people dey do always,11.75,True,False
engpidginedu-00463,Government,liberty,freedom / right to do wetin person like,freedom / right to do wetin person like,100.0,True,True
engpidginedu-09904,Business study,refuse,to no gree / to reject,to no gree / to reject,100.0,True,True
engpidginedu-09904,Business study,refusal,to say no / rejection,,0.0,False,False
engpidginedu-09904,Business study,appearance,di person or thing or thing or thing,di person or thing or thing or thing,100.0,True,True
engpidginedu-05879,Business study,easier,no hard / simple,no hard / simple,100.0,True,True
engpidginedu-11825,Social studies,prostitution,for pay sexual intercourse for pay pay pay,,0.0,False,False
engpidginedu-09707,Business study,taking,to carry / to collect,,0.0,False,False
engpidginedu-09707,Business study,selling,to trade market / business,,0.0,False,False
engpidginedu-09707,Business study,stock,market wey dey ground / shares in company,market wey dey ground / shares in company,100.0,True,True
engpidginedu-03294,Government,issuing,giving out / releasing,,0.0,False,False
engpidginedu-19555,Computer science,fixed,something wey dem don tie down / e don set,,0.0,False,False
engpidginedu-17191,Computer science,operations,dem do wit di execution of trades and keeping customer record,dem do wit di execution of trades and keeping customer record,100.0,True,True
engpidginedu-19319,Computer science,signs,marks / signals / signatures,,0.0,False,False
engpidginedu-23743,Computer science,calculated,di mathematical calculation or computation or computation,,0.0,False,False
engpidginedu-09060,Business study,punishment,di act of punishing di act of punishing di act of punishing,di act of punishing di act of punishing di act of punishing,100.0,True,True
engpidginedu-09060,Business study,jail,prison / kashot / cell,prison / kashot / cell,100.0,True,True
engpidginedu-15866,Computer science,forgetting,di mind stop remembering from di mind,,0.0,False,False
engpidginedu-07090,Business study,performed,bin do de work / finish de task,,0.0,False,False
engpidginedu-07090,Business study,subsequently,afta dat one / de one wey follow,"for short intervals, many times for short intervals",11.59,True,False
engpidginedu-07090,Business study,discharge,"na wen court release defendant from charge, or cancel debt or obligation",,0.0,False,False
engpidginedu-06276,Business study,stakeholders,people wey get interest or share for de mata,people wey get part for company business,37.97,True,False
engpidginedu-06066,Business study,familiar,something wey person sabi well-well,something wey person sabi well-well,100.0,True,True
engpidginedu-06066,Business study,benefits,better-better tins wey person gain,better-better tins wey person gain,100.0,True,True
engpidginedu-06066,Business study,sides,different faces / parts,,0.0,False,False
engpidginedu-24975,Biology,none,nothing / nobody / zero,nothing / nobody / zero,100.0,True,True
engpidginedu-10339,English Language,encourage,to ginger / support,to ginger / support,100.0,True,True
engpidginedu-10339,English Language,contexts,how de levels be / situation,how de levels be / situation,100.0,True,True
engpidginedu-23635,Computer science,selection,choosing / pick-pick,choosing / pick-pick,100.0,True,True
engpidginedu-23635,Computer science,personally,in my own thinking,,0.0,False,False
engpidginedu-03953,Government,mere,just / ordinary,just / ordinary,100.0,True,True
engpidginedu-03953,Government,failure,when tin no work out / disappointment,when tin no work out / disappointment,100.0,True,True
engpidginedu-07554,Business study,interference,na wrongful disruption or obstruction of anoda persin legal right or business,na wrongful disruption or obstruction of anoda persin legal right or business,100.0,True,True
engpidginedu-08237,Business study,dispose,throw away / handle,to carry pickin take as your own / follow a style,15.71,True,False
engpidginedu-08877,Business study,consequences,wetin follow de action / outcome of wahala,wetin follow de action / outcome of wahala,100.0,True,True
engpidginedu-08877,Business study,committing,do bad tin / promise,do bad tin / promise,100.0,True,True
engpidginedu-23031,Computer science,assumed,as dem tink say e be / to take up responsibility,,0.0,False,False
engpidginedu-23031,Computer science,distributed,how dem put themselves,how dem put themselves,100.0,True,True
engpidginedu-11528,Social studies,exposure,showing body / making known,,0.0,False,False
engpidginedu-10839,English Language,fewer,small pass,,0.0,False,False
engpidginedu-24442,Computer science,recognise,to know,to know,100.0,True,True
engpidginedu-13942,Computer science,conceptual,di concept or dia formation dey characterized by concept or dia formation,,0.0,False,False
engpidginedu-17397,Computer science,currently,for now / as we dey so,for now / as we dey so,100.0,True,True
engpidginedu-18136,Computer science,weaknesses,di flaw or weak point or weak point,,0.0,False,False
engpidginedu-15507,Computer science,familiar,something wey person sabi well-well,something wey person sabi well-well,100.0,True,True
engpidginedu-19056,Computer science,device,"ting wey dey help us do somethin, like machine or equipment","ting wey dey help us do somethin, like machine or equipment",100.0,True,True
engpidginedu-19056,Computer science,trust,to believe person / keep secret or money with person,,0.0,False,False
engpidginedu-21756,Computer science,selected,picked / de one wey dem choose,,0.0,False,False
engpidginedu-21756,Computer science,observed,bin see / follow rule,,0.0,False,False
engpidginedu-21756,Computer science,equally,same-same / level ground,same-same / level ground,100.0,True,True
engpidginedu-10033,English Language,effectively,sharp sharp,di act of examining resemblances wey dey examinin resemblances,5.32,True,False
engpidginedu-22668,Computer science,achieve,to make am / reach target / blow,,0.0,False,False
engpidginedu-07261,Business study,remedy,way to settle de damage / solution,way to settle de damage / solution,100.0,True,True
engpidginedu-03049,Government,manner,way / style / how person take do am,way / style / how person take do am,100.0,True,True
engpidginedu-00565,Government,responsible,di worthy of or requiring responsibility or trust,di worthy of or requiring responsibility or trust,100.0,True,True
engpidginedu-14685,Computer science,objects,things / items,things / items,100.0,True,True
engpidginedu-16083,Computer science,throughout,di first to last to last,di first to last to last,100.0,True,True
engpidginedu-23325,Computer science,quickly,fast-fast / sharp-sharp,,0.0,False,False
engpidginedu-15600,Computer science,teach,to show person de way / lecture,to show person de way / lecture,100.0,True,True
engpidginedu-22629,Computer science,grades,results for school / level,,0.0,False,False
engpidginedu-07874,Business study,root,di main place wey everything start,di main place wey everything start,100.0,True,True
engpidginedu-07874,Business study,conflicts,wahala / fight / misunderstanding,,0.0,False,False
engpidginedu-25903,Biology,dire,na urgent or serious situation wey court suppose act fast on am,,0.0,False,False
engpidginedu-25903,Biology,characteristics,di things wey make am,di things wey make am,100.0,True,True
engpidginedu-07908,Business study,discriminatory,to partial / treat person bad because of who dem be,,0.0,False,False
engpidginedu-06260,Business study,negotiations,to drag price / settle mata through talk,,0.0,False,False
engpidginedu-06260,Business study,getting,to get / collect,,0.0,False,False
engpidginedu-06260,Business study,qualified,person wey get certificate / e sabi de work,,0.0,False,False
engpidginedu-16928,Computer science,extra,jara / more,,0.0,False,False
engpidginedu-09163,Business study,collar,shirt neck / to catch person,shirt neck / to catch person,100.0,True,True
engpidginedu-09163,Business study,crimes,bad deeds / things wey break law,bad deeds / things wey break law,100.0,True,True
engpidginedu-11152,English Language,argued,bin drag mata / talk with proof,,0.0,False,False
engpidginedu-11152,English Language,racial,mata about tribe or de color of person skin,mata about tribe or de color of person skin,100.0,True,True
engpidginedu-11152,English Language,linguistic,dem dey dey related to language,dem dey dey related to language,100.0,True,True
engpidginedu-08465,Business study,invention,new machine or idea wey person build,new machine or idea wey person build,100.0,True,True
engpidginedu-08465,Business study,eligible,qualified / e follow,qualified / e follow,100.0,True,True
engpidginedu-08465,Business study,regardless,di usually follow by `of',di usually follow by `of',100.0,True,True
engpidginedu-11626,Social studies,setting,where de mata happen / environment,where de mata happen / environment,100.0,True,True
engpidginedu-06950,Business study,price,how much dem dey sell am,,0.0,False,False
engpidginedu-15976,Computer science,decisions,final conclusions / choices,,0.0,False,False
engpidginedu-05958,Business study,lesser,smaller pass,,0.0,False,False
engpidginedu-05958,Business study,hybrid,mixture of two different styles,,0.0,False,False
engpidginedu-05958,Business study,processes,procedures / styles to do work,procedures / styles to do work,100.0,True,True
engpidginedu-16197,Computer science,fast,fast-fast / sharp-sharp,,0.0,False,False
engpidginedu-16197,Computer science,taking,to carry / to collect,,0.0,False,False
engpidginedu-00940,Government,film,movie / cinema,movie / cinema,100.0,True,True
engpidginedu-25896,Biology,dire,na urgent or serious situation wey court suppose act fast on am,,0.0,False,False
engpidginedu-21895,Computer science,onto,on top of,,0.0,False,False
engpidginedu-19999,Computer science,hello,how dem de greet person,how dem de greet person,100.0,True,True
engpidginedu-14771,Computer science,removed,bin comot / dem don move am,,0.0,False,False
engpidginedu-09139,Business study,violate,to break law / go against rule,to break law / go against rule,100.0,True,True
engpidginedu-08794,Business study,domain,area / website address,area / website address,100.0,True,True
engpidginedu-19414,Computer science,mention,to talk about am small,,0.0,False,False
engpidginedu-19414,Computer science,equivalent,di same thing,di same thing,100.0,True,True
engpidginedu-14272,Computer science,produces,to make,,0.0,False,False
engpidginedu-15232,Computer science,instance,one example of somtin,one example of somtin,100.0,True,True
engpidginedu-15232,Computer science,attributes,di construct wey objects or individuals dey distinguished,di construct wey objects or individuals dey distinguished,100.0,True,True
