en,pcm,Subject
"the lh surge induces many changes in the dominant f ollicle, including stimulating ther esump tion of meiosis ofthe primary oocyt e to a secondary oocyt e. as noted earlier, the polar body that r esul ts from unequal cell division simply degr ades.",Di polar body wey r esul t from unequal cell division simply degr ades.,Biology
the portion ofthe uterus superior to the opening ofthe uterine tubes is called the fundus.,Di portion of di uterus superior to di opening of di uterine tubes dey called di fundus.,Biology
"the pos t-ovulat ory increase in progesterone, which char acterizes the lut eal phase, is k ey for maintaining a thick stratum functionalis.","Di pos t-ovulat ory increase for progesterone, wey char acterizes di lut eal phase, na k ey for maintaining thick stratum functionalis.",Biology
the pos t-ovulat ory phase of progesterone secretion is known as the lut eal phase ofthe ovarian cycle.,Di pos t-ovulat ory phase of progesterone secretion dey known as di lut eal phase of di o variancy cle.,Biology
the positive feedback loop by which more estrogen triggers release of more lh and fsh only occurs at this point in the cycle.,Di positive feedback loop by wey more estrogen triggers release of more lh and fsh only occurs for dis point for di cycle.,Biology
"potassium is e xcreted, both actively and passively, through ther enal tubules, especially the distal convoluted tubule and collecting ducts.","Di potassium dey xcreted, both actively and passively, through di renal tubules, specially di distal convoluted tubule and collecting ducts.",Biology
"in c ontr ast to sodium, potassium has very little effect on osmotic pressure.",Di potassium don very little effect on osmotic pressure.,Biology
the pr eprostatic ur ethr a is very short and inc orpor ated into the bladder wall.,Di pr eprostatic ur ethr a dey very short and incorporated into di bladder wall,Biology
"in turn, the pr esenc e of protein in the urine increases its osmolarity; this holds more water in the fil trate and r esul ts in an increase in urine volume.",Di pr esenc e of protein for di urine increase its osmolarity; dis holds more water for di fil trate and r esul ts for urine volume.,Biology
"as na+is pumped from the forming urine, water is passively recap tured for the circulation; this pr eser vation of vascular volume is critically important f or the maint enanc e of a normal blood pressure.",Di pr eser vation of vascular volume dey critically important f or di maint enanc e of normal blood pressure.,Biology
the pr evalenc e of cervical cancer in the united states is very low because of regular screening exams called pap smears.,Di pr evalenc e of cervical cancer for di united stat dey very low because of regular scr ening exams called pap smears.,Biology
treatment f or diabetic coma is ing estion or injection of sugar; its prevention is the proper daily administration of insulin.,Di prevention na di pr operdail y administration of insulin.,Biology
this prevents the continued breakdown of proteins that serve as carbon sources for gluc oneog enesis.,Di prevents di continued breakdown of proteins wey serve as carbon sources for gluc oneog enesis.,Biology
"as seen in the previous graph, sodium(na+) ions and chloride(cl-) ions ar e concentrated in the ecf ofthe body, whereas potassium (k+)ions ar e concentrated inside cells.","Di previous graph, sodium(na+) ions and chloride(cl-) ions dey concentrat ated inside cells.",Biology
"this pr ocedur e is called av asect omy, and it is an eff ectiv e form of birth control.","Di pr ocedur e dey called v asect omy, and e dey eff ectiv e form of birth control.",Biology
"as y ou might have surmised, this process also works in the opposite direction.",Di process also works for di opposite direction.,Biology
"the process begins with theo varian stem cells, oroogonia (figure 27. 11).","Di process begin wit di varian sTem cells, oroogonia (figure 27. 11).",Biology
lipog enesis begins with ac etyl coa and advances by the subsequent addition of two carbon atoms from another ac etyl coa; this process is repeat ed until fatty acids ar e the appr opriat e length.,Di process dey begin wit ac etyl coa and advances by di subsequent addition of two carbon for oms from another ac etyl coa; dis process dey repeat ed until fatty acids ar e di appr opriat e length.,Biology
this process is unimportant in males due to low levels of circulating progesterone.,Di process dey unimportant for males due to low levels of circulating progesterone.,Biology
"the process is reversed in the pulmonary capil laries tore-form co2, which then can diffuse into the air sacs to be e xhaled into the atmosphere. this process is discussed in detail in the chapter on ther espir atory system.","Di process na reversed for di pulmonary capil laries tore-form co2, wey dey diffuse into di air sacs to be e xhaled for di atmosphere.",Biology
micturition is the process of voiding the urine and involves both in voluntary and voluntary actions.,Di process of void di urine and involves both for voluntary and voluntary actions.,Biology
"this process takes place primarily in the liver during periods of low glucose, that is, under conditions of fasting, starvation, and lo w carbohydrate diets.","Di process take dey place primarily for di liver during periods of low glucose, wey dey under conditions of fasting, starvation, and lo w carbohydrate diets.",Biology
the process that begins with spermat ogonia and concludes with the production of sperm is cal ledsperma togenesis.,Di process wey begin wit spermat ogonia and concludes wit di production of sperm na cal ledsperma togenesis.,Biology
"in conditions of low glucose, such as fasting, starvation, or lo w carbohydrate diets, glucose can be synthesized from lactat e, pyruv ate, glycerol, alanine, or glutamat e. this process, called gluc oneog enesis, is almost ther everse of glycolysis and serves to create glucose molecules f or glucose-dependent organs, such as the brain, when glucose levels fall below normal.","Di process, called gluc oneog enesis, dey almost di reverse of low glucose, such as fasting, starvation, or lo w carbohydrate diets, glucose dey synthesized from lactat e, pyruv ate, glycerol, alanine, or glutamat e.",Biology
"this process, cal ledlipol ysis, takes place in the cyt oplasm.","Di process, cal ledlipol ysis, e dey place for di cyt oplasm",Biology
this processed liquid is stored until ac onvenient time f or excretion.,Di processed liquid dey store until convenient time f or excretion.,Biology
"these processes can be limited by thee xchang e of potassium by ther enal cells, which use a k+-h+exchange mechanism (antipor ter).","Di processes go limit by di e xchang e of potassium by di renal cells, wey use k+-h+exchange mechanism (antiporter).",Biology
"because the processing of amino acids r esul ts in the creation of metabolic int ermediat es, including p yruv ate, acetyl coa, acetoacyl coa, oxaloac etat e, and -ketoglutar ate, amino acids can serve as a source of energy production through the k rebs cycle (figure 24. 19). figure 24. 20 summarizes the pathways of catabolism and anabolism f or carbohydrates, lipids, and proteins. 1084 24 metabolism and nutrition access f or free at opens tax. org figure 24. 19 energy from amino acids amino acids can be broken down into precursors f or gl ycolysis or the k rebs cycle.","Di processing of amino acids r eul ts for di creation of metabolic int ermediat e, including p yruv ate, acetyl coa, acetoacyl coa, oxaloac etat e, and -ketoglutar ate, amino acids fit serve as a source of energy production through di k rebs cycle (figure 24. 20). figure 24. 20",Biology
this pr oduc es four haploid daughter cells (spermatids).,Di pr oduc dey four haploid daughter cells (spermatids).,Biology
"under anaer obic conditions, atp production is limited to those g ener ated by glycolysis.",Di production dey limit to those g ener ated by glycolysis,Biology
it induces the production of calcium-binding proteins that tr anspor t ca++into the cell.,Di production of calcium-binding proteins wey tr anspor t ca++in di cell.,Biology
"these projections int erdigitat e to form filtration slits, lea ving small gaps between the digits to form a sie ve.","Di projections int erdigitat e to form filtration slits, lea ving small gap wey dey betw dia digits to form a sie ve.",Biology
a proper c oncentr ation of solut es in the blood is important in maintaining osmotic pressure both in the glomerulus and s ystemical ly.,Di proper c oncentr ation of solut e for di blood dey important for maintain osmotic pressure both for di glomerulus and s ystemical ly.,Biology
"about the size of a walnut, the prostate is formed of both muscular and glandular tissues.",Di prostate dey ormed of both muscular and glandular tin sues.,Biology
the prostate normally doubles in size during puberty.,Di prostate normally double for size during puberty.,Biology
"in order to avoid breaking down the proteins that make up the pancreas and small intestine, pancreatic enzymes ar e released as inactive pr oenzymes that ar e only activated in the small intestine.","Di proteins wey make up di pancreas and small intestine, pancreatic enzymes dey release as inactive pr oenzymes wey dey active for dismal l intestine.",Biology
"in both males and females, the proximal ur ethr a is lined by transitional epithelium, whereas the terminal portion is a nonk eratiniz ed, s tratified squamous epithelium.","Di proximal ur ethr a dey lined by transitional epithelium, whereas di terminal portion na nonk eratiniz ed, s tratified squamous epithelium.",Biology
"pregnant people with pku ar e at a high risk f or exposing the fetus to too much phen ylalanine, which can cross the placenta and affect fetal development.","Di pregnant pipo wit pku ar e for high risk f or exposing di fetus to too much phen ylalanine, wey fit cross di placenta and affect fetal development.",Biology
"gram-negative bacteria metaboliz e nitrate into nitrit e(no 2), and its presence in the urine is indirect e videnc e of infection.",Di presence for di urine dey indirect e videnc e of infection,Biology
"its release is usually stimulated by decreases in blood pressure, and so the preservation of adequate blood pressure is its primary role.",Di preservation of adequate blood pressure na di primary role.,Biology
"these primary oocyt es ar e then arrested in this stage of meiosis i, only to resume it years later, beginning at puberty and continuing until the person is near menopause(the cessation ofa female 's reproductive functions).","Di primary oocyt dey ar e then resume am years later, beginning at puberty and continuing until di person dey near menopause(the cessation of female 's reproductive functions).",Biology
"within the growing sec ondar y follicle, the primary oocyt e no w secr etes a thin ac ellular membrane called the z ona pellucida that will playa critical role in fertilization.",Di primary oocyt e no w secre thin ac ellular membrane called di Z ona pellucida wey fit l play critical role for fertilization.,Biology
"primordial f ollicles have onl ya single flat layer of support cells, cal ledgranulosa cells, that surround the oocyt e, and they cans tay in this resting state for years some until right before menopause.","Di primordial f ollicles have only single flat lay of support cells, cal ledgranulosa cells, wey surround di oocyt e, and di y fit tay for dis resting state for years some until right before menopause.",Biology
still other channels in the principal cells secr ete k+into the collecting duct in direct pr opor tion to ther ecovery of na+.,Di principal cells secr ek+in di cells secr ek+in di collecting duct for direct pr opor tion to di recovery of na+,Biology
intracellular fluid the icf lies within cells and is the principal component ofthe cyt osol/cyt oplasm.,Di principal component of di cyt osol cyt oplasm.,Biology
its principal function is to maintain your body's acidbase balance by being part of buffer systems.,Di principal function dey to maintain y awa bodi 's acidbase balance by being part of buffer systems.,Biology
the principle task ofthe nephr on population is to balance the plasma to homeos tatic set points and e xcrete potential toxins in the urine.,Di principle task of di nephr on population dey to balance di plasma to homeos tatic set points and e xcrete potential toxins for di urine.,Biology
"diur esis, which is the production of urine in excess of normal levels, begins about 30 minutes after drinking a large quantity of fluid.","Di production of urine fore xcess of normal levels, begin about 30 minute as after drink large quantity of fluid.",Biology
"a. tea b. coffee c. alcohol d. milk 26. progesterone can bind to receptors f or which hormone that, when released, activates water retention?","Di progesterone fit bind to receptors f or which hormone wey, wen released, active ates water retention?",Biology
progesterone is asteroid that is s tructur ally similar to aldos terone.,Di progesterone na steroid wey dey s tructur ally similar to aldos terone.,Biology
"progesterone triggers negative feedback at the h ypothalamus and pituitar y, which keeps gnrh, lh, and fsh secr etions low, so none w dominant f ollicles develop at this time.","Di progesterone triggers negative feedback for di h ypothalamus and pituitar y, wey keeps gnrh, lh, and fsh secr etions low, so none w dominant f ollicles develop for dis time.",Biology
"prostaglandins will be secr eted that cause c onstriction ofthe spiral arteries, reducing oxygen supply.","Di prostaglandins wey dey secreted say cause c onstriction of di spiral arteries, reduce o oxygen supply.",Biology
"prostate cancer is detected b ya medical history, a blood test, and a rectal exam that allows physicians to palpat e the prostate and check f or unusual masses.","Di prostate cancer dey detected by medical hintory, blood test, and rectal exam say allows physicians to palpat e di prostate and check f or unusual masses.",Biology
protein buffers in blood plasma and cells nearly all proteins can function as buffers.,Di protein buffers for blood plasma and cells nearly all proteins fit function as buffers.,Biology
active renin is a protein comprised of 304 amino acids that clea ves several amino acids fr omangio tensinog ento produce angio tensin i.,Di protein comprised of 304 amino acids wey clea ves several amino acids wey clea ves several amino acids wey clea ves several amino acids fr omangio tensinog ento produce angio tensin i.,Biology
protein is also used f or growth and repair.,Di protein dey also use f or growth and repair,Biology
these proteins ar e found in al l cells in varying amounts and help regulate water movement across membranes and through cells by creating a pas sageway across the h ydrophobic lipid bila yer membrane.,Di proteins dey found for al l cells for varying amounts and help regulate water movement across membranes and through cells by create pass sageway across di h ydrophobic lipid bikos wey dey di h ydrophobic lipid bikos.,Biology
c. proteins have both positive and negative charges on their surface.,Di proteins na both positive and negative charges on dia surface,Biology
"proteins ar e made up of amino acids, which contain positively charged amino groups and negatively charged carbo xyl groups.","Di proteins wey dey made up of amino acids, wey contain positively charged amino groups and negatively charged carbo xyl groups.",Biology
pth is released from the par athyroid gland in response toa decrease in the c oncentr ation of blood calcium.,Di pth dey eleased from di par athyroid gland for response to decrease for di concentration of blood calcium.,Biology
"when levels ar e adequate or high, les s pth is released and more ca++remains in the forming urine to be lost. phosphate levels move in the opposite direction.",Di pth dey release and more ca++remain for di forming urine to be lost.,Biology
"pulmonary edema can be life threatening, because it c ompr omises g as e xchang e in the lungs, and anyone having s ymp toms should immediately seek medical care. in pulmonary edema r esul ting from heart failure, excessive leakage of water occurs because fluids g et""back ed up""in the pulmonary capil laries ofthe lungs, when the left v entricle ofthe heart is unable to pump sufficient blood into the systemic circulation.","Di pulmonary edema r eul ting from heart failure, excessive leakage of water occurs because fluids g and e xchang e for di lungs, and anyone having s ymp toms wey dey backup for di lungs, and anyone having s ymp toms wey dey backed up",Biology
pyruv ate is ac ommon starting material f or gluc oneog enesis.,Di pyruv ate dey common start material f or gluc oneog enesis.,Biology
these qualities c ontribut e to theo verall small size ofthe sperm(the head is only 5m long).,Di qualities wey dey apun e to di overall small size of di sperm( di head dey only 5m long).,Biology
"the quantity and quality of food that is ingested, dig ested, and absorbed affects the amount of fat that is stored as excess calories.","Di quantity and quality of food wey dey ingested, dig ested, and absorb affects di amount of fat wey dey tored as excess calories",Biology
both the quantity and quality ofthe food y ou eat affect your metabolism and can affect your overall health.,Di quantity and quality wey dey f di food y ou eat affect your metabolism and fit affect y awa overall health,Biology
"""this question will help y ou to understand ho w the urinary system maintains homeos tasis and affects al l the other systems ofthe body and the quality of one's life.",Di question wey l help y ou to understand ho w di urinary system maintain homeos tasis and affects al l di oda system of di bodi and di quality of one life.,Biology
"on a sunny day, ther adiation from the sun warms the skin.",Di radiation from di sun warms di skin,Biology
"ther apid increase in blood volume fills the er ectile chambers, and the increased pressure ofthe filled chambers c ompr esses the thin-walled penile v enules, preventing v enous dr ainag e ofthe penis.","Di rapid increase for blood volume fills di er ectile chambers, and di increased pressure of di filled chambers c ompr esses di thin-walled penile v enules, prevent v enous dr ainag e of di penis.",Biology
"this rate determines how much solut e is retained or discarded, ho w much water is retained or discarded, and ul timat ely, the osmolarity of blood and the blood pressure ofthe body.","Di rate di ermines how much solut e dey retained or discarded, ho w much water dey retained or discarded, and ul timat ely, di osmolarity of blood and di blood pr esure of di bodi.",Biology
"with lo w levels ofthe p yruv ate deh ydrogenase c omple x (pdc), ther ate of cycling through the k rebs cycle is dr amatical ly reduced.",Di rate of cycling through di k rebs cycle dey dr amatical ly reduced.,Biology
"in the v asa r ecta par ticularl y, this rate of flow is important f or tw o additional reasons.",Di rate of flow dey important f or tw o additional reasons.,Biology
ther ate of obesity has been s teadil y rising since the 1980s.,Di rate of obesity don dey s teadil y rising since di 1980s,Biology
"however, ther ate at which e vapor ation occurs depends on r elativ e humidity more sweat evapor ates in lower humidity environments.",Di rate wey e vapor ation occurs depend on r elativ e humidity more sweat evapor ates for lower humidity environments.,Biology
"at the normal ph of 7. 40, the ratio of bicarbonat e to carbonic acid buffer is 20:1.",Di ratio of bicarbonat e to carbonic acid buffer dey 20:1.,Biology
this reaction releases an electron that is then picked up by nad+to create an nadh molecule.,Di reaction release an electron wey dey pickup by nad+to create nadh molecule.,Biology
"in these reactions, an amine group, or ammonium ion, fr om the amino acid is e xchang ed with ak eto group on another molecule.","Di reactions, amine group, or ammonium ion, fr om di amino acid dey xchang ed wit keto group on another molecule.",Biology
r ecal l that an osmotic gradient is pr oduc ed by the difference in c oncentr ation of all solut es on either side ofa semi-permeable membrane.,Di r ecal l say di osmotic gradient dey pr oduc ed by di difference for concentration of all solut em on either side of semi-permeable membrane.,Biology
"while ther eduction in se x steroids is akin to female menopause, there is no clear signsuch as a lack ofa menstrual periodt o denote the initiation of andr opause.","Di reduction for se x steroids dey akin to female menopause, dir e no clear sign as lack ofa menstrual periodt o denote di initiation of andr opause.",Biology
this reflex ma y be pr eser ved even in the face of spinal cord injury that r esul ts in par aplegia or quadriplegia.,Di reflex ma y be pr eser ved even for di face of spinal cord injury wey r esul ts for par aplegia or quadriplegia.,Biology
ther egulation begins in the h ypothalamus.,Di regulation begin for di h ypothalamus.,Biology
your blood25. 7 regulation of renal blood flow 1137 pressure will decrease when y ou ar e relaxed or sleeping.,Di regulation of renal blood flow 1137 pressure wey l decrease wen y dey relaxed or sleep.,Biology
control of testosterone ther egulation of testosterone c oncentr ations throughout the body is critical f or male r eproductiv e function.,Di regulation of testosterone di regulation of testosterone concentrations throughout di bodi na critical f or male r eproductiv e function.,Biology
its release is stimulated by prostaglandins and no from the jga in response to decreased extracellular fluid volume.,Di release dey stimulate by prostaglandins and no from di jga for response to decreased extracellular fluid volume.,Biology
"recall that ther elease of no induces relaxation ofthe smooth muscles that surround the penile arteries, leading to the v asodilation necessary to achieve an erection.","Di release of no induces relaxation of di smooth muscle wey dey surround di penile arteries, leading to di v asodilation necessary to achieve an erection.",Biology
"another 20 percent comes from physical activity, and ther emaining 10 percent is necessary for body thermor egulation or temper atur e control.","Di remaining 20 percent comes from physical activity, and di remaining 10 percent na necessary for bodi thermor egulation or temper atur e control.",Biology
ther enal columns also serve to divide the kidney into 68 lobes and provide a supportive framework f or vessels that enter and exit the cortex.,Di renal columns also serve to divide di kidney into 68 lobes and provide supportive framework f or vessels wey enter and exit di cortex.,Biology
ther enal capacity is large but slow (minutes to hours).,Di renal capacity dey large but slow (minutes to hours).,Biology
"if a person has a hemat ocrit of 45, then ther enal plasma flow is 55 percent.",Di renal plasma flow dey 55 percent.,Biology
"ther enal system can also adjust blood ph through the excretion of hydrogen ions(h+) and the c onser vation of bicarbonat e, but this process takes hours to days to have an effect.","Di renal system don also adjust blood ph through di excretion of hydrogen ions(h+) and di c onser vation of bicarbonat e, but dis process na hours t oda ys to have effect.",Biology
"r enin converts angiot ensinog en into angiot ensin i, and ace pr oduc ed in the lung converts angiot ensin i into biologically active angiot ensin ii (figure 25. 23).","Di r enin converts angiot ensinog en into biologically active angiot ensin i, and ace pr oduc ed for di lung converts angiot ensin i into biologically active angiot ensin i",Biology
"r eproductiv e behavior or medical innovation had to facilitate the transfer of male g amet esthe spermt o the female g amet e, an oocyt e(eg g).","Di r eproductiv e fit facilitate di transfer of male g amet as di spermt o di female g amet e, an oocyt e(eg g).",Biology
"propose the mechanism by which bulimia c ontribut ed to the lab r esul ts seen.26 critical thinking questions 1183 1184 26 critical thinking questions access f or free at opens tax. org intr oduct ionchap ter 27 ther eproductiv e system chapter objective s after studying this chapter, you will be able t o: describe the anatomy ofthe r eproductiv e systems, including their ac cessor y structures explain ther ole of hypothalamic and pituitar y hormones in r eproductiv e function trace the path ofa sperm cell from its initial production through fertilization of an ooc yte explain thee vents in theo vary prior to ovulation describe the development and matur ation ofthe se x organs and the emer genc e of sec ondar y sex characteristics during puberty small, unc oordinat ed, and slick with amniotic fluid, a newborn enc ount ers the world outside of her the womb.","Di r eproductiv e system chapter objective s afta study di chapter, you fit l be able t o: describe di anatomy of di r eproductiv e system wey bulimia c ontribut ed to di lab r Esul ts seen",Biology
respiratory regulation of acid-base balance ther espir atory system c ontribut es to the balance of acids and bases in the body by regulating the blood levels of carbonic acid( figure 26. 16).,Di r espir atory system c ontribut am to di balance of acids and bases for di bodi by regulatin di blood levels of carbonic acid( figure 26. 16).,Biology
"thus, ther espir atory contribution to acid-base balance is usually discussed in terms of co2(rather than of carbonic acid).",Di respiratory contribution to acid-base balance dey usually discussed fort erms of co2(no be of carbonic acid).,Biology
respiratory compensation respiratory compensation f or metabolic acidosis increases ther espir atory rate to drive off co2and r eadjus t the bicarbonat e to carbonic acid ratio to the 20:1 level.,Di respiratory rate to drive off co2and r eadjus t di bicarbonat e to carbonic acid ratio to di 20:1 level.,Biology
ther espir atory tract can adjust the blood ph upward in minutes by exhaling c o2from the body.,Di respiratory tract don adjust di blood ph upward for minutes by exhaling c o2from di bodi.,Biology
"ther esul t is the creation ofa fil trate that does not contain cells or large proteins, and has a slight predominanc e of positively charged subs tanc es.","Di r esul t dey di creation ofa fil trate wey no dey contain cells or large proteins, and no dey slight predominanc e of positively charged subs tanc e.",Biology
"ther esul t is the production of -hydroxybutyr ate, the primary ketone body found in the blood.","Di r esul t dey di production of -hydroxybutyr ate, di primary ketone body found for di blood.",Biology
"ther esul t is an increase in the water permeability of these cells and, thus, a large increase in water passage from the urine through the walls ofthe collecting tubules, leading to more reabsorp tion of water into the bloodstream.","Di r esul t dey increase for di water permeability of di cells and, thus, large increase for water passage from di urine through di walls of di collecting tubules, leading to more reabsorption of water for di blood tream.",Biology
ther esul t of this increased blood flow to the penis and r educ ed blood return from the penis is erection.,Di r esul t of dis increased blood flow to di penis and r educ ed blood return from di penis dey erection.,Biology
"ther esul ting fatty acids ar e oxidiz ed by-oxidation into ac etyl coa, which is used by the k rebs cycle.","Di r esul ting fatty acids ar e oxidiz ed by-oxidation into ac etyl coa, wey dey use by di k rebs cycle.",Biology
"ther esul ting increased h ydrostatic pressure within pulmonary capil laries, as blood is still coming in from the pulmonary arteries, causes fluid to be pushed out of them and into lung tissues.","Di r esul ting increased h ydrostatic pressure within pulmonary capil laries, as blood dey still coming for from di pulmonary capil laries, as blood dey push out of demand into lung tissues.",Biology
"if the oocyt e is successfully fertilized, ther esul ting zy gote will begin to divide into tw o cells, then four, and soon, as it makes its w ay through the uterine tube and into the uterus.","Di r Esul ting zy gote will begin to divide into tw o cells, and soon, as e mak am im w ay through di uterine tube and into di uterus.",Biology
this r esul ts in a decrease in the total amount of energy that is pr oduc ed by the cells ofthe body.,Di r esul ts for dis decrease for di total amount of energy wey dey pr oduc ed by di cells of di bodi.,Biology
(micr ograph provided by ther egents of university of michigan medical school 2012)a second cell type in this apparatus is the juxtaglomerular cell.,Di r ograph provided by di regents of university of michigan medical school 2012)a second cell type for dis apparatus na di juxtaglomerular cell.,Biology
"(micr ograph provided by ther egents of university of michigan medical school 2012)hormonal control ofthe ovarian cycle the process of development that we have just described, fr om primordial f ollicle to early tertiary follicle, tak es appr oximat ely tw o months in humans.","Di r ograph provided by di regents of university of michigan medical school 2012)hormonal control of di ovarian cycle di process of development wey we have just described, fr om primordial f ollicle to early tertiary follicle, e dey approximately tw o months for humans.",Biology
ther ole of na+and ca++homeos tasis has been discussed at length.,Di role of na+and ca++homeos tasis don discussed for length.,Biology
"ther ound ligament attaches to the uterus near the uterine tubes, and extends to the labia major a.","Di round ligament for taches to di Uterine tubes, and extend to di labia major a.",Biology
"increasing the rate and/or depth of respiration (which y ou might feel the""ur ge""to do after holding your breath) allows you to exhale more co2.",Di rate and or depth of respiration ( wey y dey carry y awa breath) allows you to exhale more co2.,Biology
plasma osmolality is thus the ratio of solut es to water in blood plasma.,Di ratio of solut dey to water for blood plasma.,Biology
"recent r esear ch has confirmed that vitamin dr eceptors ar e present in most, if not all, cells ofthe body, reflecting the systemic impor tanc e of vitamin d.","Di recent r esear ch don c onfirme say vitamin dr eceptors ar e present for most, if no all, cells of di bodi, reflect di systemic impor tanc e of vitamin d.",Biology
a recent study suggests that the hpv vaccine has cut ther ates of hpv infection by the four targeted strains at least in half.,Di recent study suggests say di hpv vaccine don cut di rates of hpv infection by di f awa target trains for least for half.,Biology
the recommendation f or daily intak e/consumption of potassium is 4700 mg.,Di recommendation f or daily intake consumption of potassium dey 4700 mg,Biology
"a reduction in spermat ogenesis r esul ting in lowered fertility is also r epor ted, and sexual dysfunction can also be as sociat ed with andr opausal s ymp toms.","Di reduction for spermat ogenesis r epor ted, and sexual dysfunction fit also be socialt ed wit andr opausal s ymp toms.",Biology
"additionally, the regulation of blood pressure is ar ole shared with the heart and blood vessels.",Di regulation of blood pressure na role shared wit di heart and blood vessels.,Biology
"regulation of cl chloride is important in acidbase balance in thee xtracellular space and has other functions, such as in the stomach, where it combines with hydrogen ions in the stomach lumen to form h ydrochloric acid, aiding digestion.",Di regulation of cl chloride dey important for acidbase balance for di extracellular space and e dey aiding digestion.,Biology
"regulation of drugs is by glomerular filtration, tubular secretion, and tubular r eabsorp tion.","Di regulation of drugs dey by glomerular filtration, tubular secretion, and tubular r eabsorption.",Biology
regulation of extracellular k+ potassium is present in a 30-fold greater concentration inside the cell than outside the cell.,Di regulation of extracellular k+ potassium dey present for 30-fold greater concentration inside di cell than outside di cell.,Biology
regulation of extracellular na+sodium has avery strong osmotic effect and attracts water.,Di regulation of extracellular na+sodium don very strong osmotic effect and for tracts water.,Biology
"regulation of sodium and potassium sodium is r eabsorbed from ther enal fil trate, and potassium is e xcreted into the fil trate in ther enal collecting tubule.","Di regulation of sodium and potassium sodium dey eabsorbed from di renal fil trate, and potassium dey e xcreted for di fil trate for di renal collecting tubule.",Biology
regulation of water intake osmolality is ther atio of solut es in a solution t o av olume of solvent in a solution.,Di regulation of water intake osmolality dey di ratio of solut for solution t o av olume of solvent for solution.,Biology
"the renal columns are connective tissue extensions that r adiat e downward from the cortex through the medul la to separate the most characteristic features ofthe medul la, the renal pyramids and renal papil lae.","Di renal columns dey connective tissue extensions wey r adiat e downward from di cortex through di medul la to separate di most characteristic wey r adiat e downward from di cortex through di medul la, di renal pyramids and renal papil lae.",Biology
"renal c orpuscle as discussed earlier, ther enal c orpuscle c onsis ts of a tuft of capil laries called the glomerulus that is largely surrounded by bowman 's (glomerular) capsule.",Di renal c orpuscle c onsis ts of a tuft of capil laries called di glomerulus wey dey largely surrounded by bowman 's (glomerular) capsule.,Biology
"renal failure (loss of epo production)is as sociat ed with anemia, which makes it difficult for the body to cope with increased oxygen demands or to supply oxygen adequately even under normal conditions.","Di renal failure (loss of epo production)dey as sociat ed wit anemia, wey make difficult for di bodi to cope wit increased o oxygen demand or to supply oxygen adequately even under normal conditions.",Biology
"in order to balance the increased acid production, the respiration rate goes upto remove the co2.",Di respiration rate go upto remove di co2.,Biology
"respiratory acidosis is problematic, as excess co2is present in the blood.","Di respiratory acidosis dey problematic, as excess co2is for di blood.",Biology
"respiratory alk alosis is problematic, as c o2deficiency is present in the bloodstream.","Di respiratory alk alosis dey problematic, as c o2deficiency dey present for di blood tream.",Biology
"hence, the respiratory route isles s efficient at c ompensating f or metabolic alk alosis than f or acidosis.",Di respiratory route dey efficient for c ompensating f or metabolic alk alosis than f or acidosis.,Biology
ther est ofthe nephr on c onsis ts of ac ontinuous sophis ticat ed tubule whose proximal end surrounds the glomerulus in an intimate embr acethis is bowman 's capsule.,Di rest of di nephr on c onsis ts of continuous sophisticated tubule wey dey proximal end surrounds di glomerulus for intimate embr acethis na bowman capsule.,Biology
"p enile er ections ar e the result of vasoc ongestion, or eng orgement ofthe tissues because of more arterial blood flowing into the penis than is leaving in the veins.","Di result of vasoc ongestion, or eng orgement of di tissues because of more arterial blood flowing for di penis wey dey leaving for di veins.",Biology
the rise in pressure is sustained by the aldos terone effects initiated by angiot ensin ii; this includes an increase in na+retention and water volume.,Di rise for pressure dey sustained by di aldos terone effects initiated by angiot ensin ii; dis include increase for na+retention and water volume.,Biology
"during ther eproductiv e years, it is a roughly 28-day cycle that can be correlated with, but is not the same as, the menstrual cycle (discussed shortly).","Di roughly 28-day cycle wey dey correlated wit, but no be di same as, di menstrual cycle (discussed shortly).",Biology
the strong ammonia odor y ou ma y detect in bathrooms oral leys is due to the breakdown of urea into ammonia by bacteria in the environment.,Di s between ammonia odor y or ma y detect for bathrooms oral leys dey due to di breakdown of urea into ammonia by bacteria for di environment.,Biology
"in the 1990s, mos t states reported that less than 10 percent of their populations w as obese, and the state with the highest rate reported that only 15 percent of their population w as considered obese.","Di state wit di highest rate reported say only 15 percent of dia population w as obese, and di state wit di highest rate reported say only 15 percent of dia population w as considered obese",Biology
the steps involved in supplying bicarbonat e ions to the system ar e seen in figure 26. 17 and ar e summarized below: step 1: sodium ions ar e reabsorbed from the fil trate in e xchang e for h+by an antipor t mechanism in the apical membranes of cells lining ther enal tubule.,Di steps fore xchang e for h+by antipor t mechanism for di apical membranes of cells wey dey lining di renal tubule.,Biology
"after theses tores have been r eplenished, excess glucose that is absorbed by the liver will be converted into trigl ycerides and fatty acids f or long-term storage.","Di s tori don dey eplenished, excess glucose wey dey absorb by di liver will be converted into trigl ycerides and fatty acids f or long-term storage.",Biology
"as is true f or most cells in the body, the s tructur e of sperm cells speaks to their function.",Di s tructur e of sperm cells speak to dia function.,Biology
the switch to positive feedback which occurs with the elevated estrogen production from the dominant f ollicle then s timulat es the lh surge that will trigger ovulation.,Di switch to positive feedback wey dey curs wit di Elevated Estrogen production from di dominant f ollicle then s timulat as di lh surge wey fit l trigger ovulation.,Biology
